job_title,comp_name,comp_type,comp_size,region,city,contract,exper,gender,positions,salary
أخصائي تغذية,شركة مجمع ابن سيناء الطبي العام,خاص,متوسطة فئة أ,حائل,HAIL...,دوام كامل,0,M,3,7000.0
كاتب علاقات حكومية,شركة إرتقاء المتحدة لاجهزة السلامة,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,4000.0
مصفف شعر,رمز الموضه للتزيين النسائي,خاص,صغيرة فئة أ,الرياض,ABA ASLAB...,دوام كامل,0,F,3,3500.0
مهندس إلكترونيات,مؤسسة تلال ألمى لاجهزة السلامة,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,7000.0
أخصائي تسويق,شركة المطور العصري للمصاعد,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,5000.0
مهندس كهربائي,شركة المطور العصري للمصاعد,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,5000.0
مصمم جرافيك,شركة لجين القمر للإستثمار,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,5000.0
بائع,مؤسسة محمد عبدالله بن محمد الضويحي للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,3,4000.0
كاتب استقبال مرضى,شركة الاسنان الجميلة الطبي,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,2,4500.0
بائع مأكولات ومشروبات,شركة الفصل الخامس للتجارة,خاص,متوسطة فئة أ,الرياض,AL KHARJ...,دوام كامل,0,M,6,4500.0
نادل,شركة الفصل الخامس للتجارة,خاص,متوسطة فئة أ,الرياض,AL KHARJ...,دوام كامل,0,F,4,4500.0
محامي,شركة حازم بهجت المدني للمحاماة والاستشارات القانونية شركة شخص واحد,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,M,1,4000.0
سكرتير تنفيذي,شركة رتال شركة مساهمة مقفلة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,F,1,6000.0
أخصائي عمليات موارد بشرية,شركة رتال شركة مساهمة مقفلة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,F,1,6000.0
مساعد إداري,شركة الاقبال لتصنيع المواد العاكسه,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مندوب مبيعات,مصنع مكسرات مرح للصناعات الغذائية,خاص,صغيرة فئة ب,عسير,AL 'AMMAR...,دوام كامل,0,F,3,4000.0
مدير خدمة العملاء,مصنع مكسرات مرح للصناعات الغذائية,خاص,صغيرة فئة ب,عسير,AL 'AMMAR...,دوام كامل,2,F,1,4000.0
أخصائي مبيعات,مؤسسة نخبة الهواء للتكييف والتبريد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,4000.0
محاسب,شركة ورشة التشكيل المعدني للحدادة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,4,M,1,5000.0
بائع ملابس جاهزة,شركة الزي للتجارة,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,4,4000.0
مصمم إعلان,مؤسسة فايز مبارك الحربي للتجارة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
مدير إداري,مؤسسة البراق المضيء للنقليات,خاص,صغيرة فئة ب,عسير,KHAMIS MU...,دوام كامل,0,both,1,4000.0
مهندس مدني,مكتب مدارات للاستشارات الهندسية,خاص,متوسطة فئة ب,حائل,HAIL...,دوام كامل,10,M,1,15000.0
موظف استقبال,شركة محمد احسان محمود عبدالحي عارف,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,2,5000.0
أخصائي قانوني,شركة محمد احسان محمود عبدالحي عارف,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,5000.0
مدير تسويق,شركة مصنع وائل حسن فارسي للغازات الصناعية شركة شخص واحد,خاص,صغيرة فئة أ,المدينة المنورة,AL MADINA...,دوام كامل,4,both,1,7000.0
مدير فرع,شركة الزي للتجارة,خاص,متوسطة فئة أ,المنطقة الشرقية,DHAHRAN...,دوام كامل,2,both,1,4500.0
بائع,شركة مطعم بيت الشاورما لتقديم الوجبات,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,0,M,50,4000.0
بائع,شركة أطياب غناتي التجارية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,10,4000.0
أخصائي عمليات موارد بشرية,شركة الصخرة المشرفة والسارية الخضراء للاستشارات الهندسية,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
أخصائي خدمة عملاء,شركة بروج للكابلات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,6000.0
بائع,شركة المشروبات والاطعمة الغذائية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,6,4000.0
معلم صفوف أولية,مدارس  الأختيار الاول الاهلية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مدير إداري,نادي لاعب بادل الرياضي,خاص,صغيرة فئة أ,عسير,ABRAQ AN ...,دوام كامل,0,M,1,6500.0
مدير عمليات سلامة,شركة توفيق بن حسن جوهرجي للحراسات الأمنية,خاص,صغيرة فئة ب,عسير,ABHA...,دوام كامل,2,both,1,6000.0
مدير عمليات سلامة,مؤسسة وجيه بن عبدالرحمن بن محمد معلم للصيانة والنظافة,خاص,متوسطة فئة ب,عسير,ABHA...,دوام كامل,2,both,30,4500.0
مهندس مدني,شركة عبدالله سليمان بن محمد المطرودي للمقاولات,خاص,صغيرة فئة ب,مكة المكرمة,AT TAIF...,دوام كامل,0,M,1,6000.0
صيدلي,صيدلية ماربل,خاص,صغيرة فئة أ,المدينة المنورة,AL MADINA...,دوام كامل,0,both,2,5000.0
أخصائي تسويق,مؤسسة لمكو لغيار الزيوت,خاص,صغيرة فئة ب,المنطقة الشرقية,AL HUFUF...,دوام كامل,4,both,1,7000.0
مدير إداري,شركة توفيق بن حسن جوهرجي للحراسات الأمنية,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,7,both,1,6000.0
أخصائي صحة وسلامة مهنية,شركة مصنع السعد للحديد,خاص,متوسطة فئة أ,المدينة المنورة,AL MADINA...,دوام كامل,0,M,1,5000.0
موظف استقبال فندق,نسمة بحر للوحدات السكنية,خاص,صغيرة فئة أ,جازان,AL SHUQAY...,دوام كامل,0,F,1,4200.0
عامل تعبئة وتغليف,شركة جواهر طيبة للبلك,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,0,F,2,3200.0
مدير تسويق,مؤسسة ديوان الدانه التجارية,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,4,both,1,4800.0
محامي,مكتب عقاب مسفر الحربي للمحاماه,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
عامل كاونتر مأكولات ومشروبات,مقهى رافال الجنوب لتقديم المشروبات,خاص,صغيرة فئة أ,عسير,KHAMIS MU...,دوام كامل,0,F,1,4000.0
موظف استقبال,مقهى رافال الجنوب لتقديم المشروبات,خاص,صغيرة فئة أ,عسير,KHAMIS MU...,دوام كامل,0,F,1,4000.0
محامي,شركة فربيون للمحاماة والاستشارات القانونية,خاص,صغيرة فئة أ,المدينة المنورة,AL MADINA...,دوام كامل,0,F,1,4000.0
كاتب اتصال,شركة اساس الخيرات الزراعية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
مندوب مبيعات,شركة المحترفون لتنميه الموارد البشريه معهد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4000.0
أخصائي أمراض نطق وسمع,مركز نفس الطبي,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
موظف استقبال فندق,فندق صفوة الغفران الفندقية,خاص,متوسطة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,M,3,4000.0
أخصائي علاج طبيعي,مركز رضوى للحجامة,خاص,صغيرة فئة أ,المدينة المنورة,YANBU AL ...,دوام كامل,0,both,3,5000.0
أخصائي علاج طبيعي,مركز سكاكا الجوف للحجامة,خاص,صغيرة فئة أ,الجوف,SAKAKA...,دوام كامل,0,both,2,5000.0
مدير إداري,شـركة سفاري مساهمه مقفله,خاص,عملاقة,الرياض,AR RIYADH...,دوام كامل,4,both,1,8000.0
مشرف صيانة,مؤسسة عواطف عبدالله حسين قطان للمقاولات العامة,خاص,صغيرة فئة أ,مكة المكرمة,AT TAIF...,دوام كامل,0,M,1,4000.0
بائع,متجر مشاعر سعودي للاتصالات و تقنية المعلومات,خاص,صغيرة فئة أ,مكة المكرمة,MAKKAH AL...,دوام كامل,0,M,1,4000.0
موظف استقبال,مؤسسة فايا لخدمات الاعاشة,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,F,1,4200.0
سائق سيارة,جمعية حماية الاسرة الخيرية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,1,4000.0
مدير إداري,مطعم منيره عبدالعزيز البراهيم البسام لتقديم الوجبات,خاص,صغيرة فئة ب,القصيم,UNAYZAH...,دوام كامل,0,M,1,4000.0
موظف صندوق محاسبة,مؤسسة جابر بن محمد بن حسين الرويلي للتجارة,خاص,متوسطة فئة أ,المنطقة الشرقية,HAFAR AL ...,دوام كامل,2,F,3,4000.0
محاسب,شركة تحكم العالمية التجارية,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,4,F,1,7000.0
أخصائي تسويق,شركة مجمع ريادة الظهران الطبي,خاص,صغيرة فئة ب,المنطقة الشرقية,DHAHRAN...,دوام كامل,0,both,1,4000.0
بائع,شركة نجمة الماضي للتجارة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,2,4000.0
فني صيانة مباني,مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,M,2,4000.0
منسق منتجات,صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,2,4000.0
صيدلي,صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,2,7500.0
محاسب,مؤسسة جدير الإعمار العقارية,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,F,1,6000.0
بائع ملابس جاهزة,مؤسسة مها عياده يوسف الحربي للتجارة,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,2,F,1,3200.0
فني ميكانيكي تمديدات صحية وتدفئة وغاز,شركة نبض الرياض المحدودة شركة شخص واحد,خاص,متوسطة فئة ب,الرياض,ABA ASLAB...,دوام كامل,0,both,1,4000.0
فني كهربائي تمديدات كهربائية,شركة نبض الرياض المحدودة شركة شخص واحد,خاص,متوسطة فئة ب,الرياض,ABA ASLAB...,دوام كامل,0,both,2,4000.0
بائع,شركة وكالات العربية السعودية سارا,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,2,both,5,6000.0
مدير مطعم,مطعم طبيعي للوجبات السريعة,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,1,4000.0
مدير تسويق,شركة المزايا الحديثة للخدمات اللوجستية شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
مدير تسويق,شركة البيداء الماسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,F,1,8000.0
طبيب أسنان عام,شركة الرواد المتحدة الطبية شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,4,M,1,10000.0
مندوب مبيعات,مؤسسة درجة تجمد التجارية,خاص,صغيرة فئة أ,المنطقة الشرقية,AL HUFUF...,دوام كامل,2,F,1,4000.0
فني تغذية,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,عملاقة,المدينة المنورة,AL MADINA...,دوام كامل,0,F,1,5271.0
مندوب مشتريات,شركة الركن التنفيذي التجارية شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,1,5000.0
مندوب مبيعات,شركة مملكة الاسنان للتجارة شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,5500.0
عامل تصنيع,شركة الورق الوطنيه المحدوده,خاص,عملاقة,مكة المكرمة,JEDDAH...,دوام كامل,2,M,5,4500.0
